bin,count,avg_confidence,empirical_accuracy
"[0.0,0.1)",0,0.0,0.0
"[0.1,0.2)",0,0.0,0.0
"[0.2,0.3)",3,0.27017046229063163,0.0
"[0.3,0.4)",1,0.3146816450442504,1.0
"[0.4,0.5)",0,0.0,0.0
"[0.5,0.6)",6,0.5580094522872289,0.3333333333333333
"[0.6,0.7)",25,0.6691178831799682,0.12
"[0.7,0.8)",1,0.778008796358837,1.0
"[0.8,0.9)",4,0.8787618092601022,1.0
"[0.9,1.0]",4480,0.9972548350906194,0.6848214285714286
